Latitude,Longtitude,State,LGA,Population,Number of households,Number of households offgrid,Number of people owning mobile phones,Number of households owning radios,Number of ABC1 consumers,Median annual household spending per capita,"Number of households spending over 110,000 N annually per capita","Number of households spending over 5,000 N monthly on energy","Number of households spending over 10,000 N monthly on energy","Number of households spending over 250,000 N annually on discretionary expenses",Number of households with generators,Number of households with televisions,Proportion of households offgrid,Proportion of people owning mobile phones,Proportion of households owning radios,Proportion of ABC1 consumers,"Proportion of households spending over 110,000 N annually per capita","Proportion of households spending over 5,000 N monthly on energy","Proportion of households spending over 10,000 N monthly on energy","Proportion of households spending over 250,000 N annually on discretionary expenses",Proportion of households with generators,Proportion of households with televisions
6.437499999,3.2125,Lagos,Ojo,  129 ,  29 ,  4 ,  120 ,  18 ,  55 ,"  174,635 ",  22 ,  16 ,  8 ,  22 ,  20 ,  20 ,14%,93%,63%,43%,76%,55%,28%,74%,69%,67%
6.454166666,3.195833334,Lagos,Ojo,"  12,673 ","  2,864 ",  134 ,"  12,524 ","  2,037 ","  8,218 ","  222,277 ","  2,498 ","  1,685 ",  779 ,"  2,453 ","  2,238 ","  2,428 ",5%,99%,71%,65%,87%,59%,27%,86%,78%,85%
6.445833333,3.195833334,Lagos,Ojo,  66 ,  15 ,  2 ,  64 ,  10 ,  30 ,"  183,433 ",  11 ,  8 ,  4 ,  11 ,  10 ,  11 ,11%,97%,67%,45%,77%,53%,27%,73%,70%,71%
6.462499999,3.179166667,Lagos,Ojo,"  23,187 ","  5,232 ",  147 ,"  23,162 ","  3,893 ","  16,717 ","  230,186 ","  4,736 ","  3,811 ","  1,106 ","  4,707 ","  4,407 ","  5,050 ",3%,100%,74%,72%,91%,73%,21%,90%,84%,97%
6.437499999,3.129166667,Lagos,Ojo,  372 ,  84 ,  17 ,  350 ,  54 ,  124 ,"  171,663 ",  51 ,  36 ,  12 ,  50 ,  59 ,  52 ,20%,94%,64%,33%,61%,43%,15%,60%,71%,62%
6.454166666,3.120833334,Lagos,Ojo,"  1,908 ",  430 ,  27 ,"  1,871 ",  285 ,  982 ,"  210,283 ",  332 ,  211 ,  39 ,  307 ,  336 ,  317 ,6%,98%,66%,51%,77%,49%,9%,71%,78%,74%
6.445833333,3.170833334,Lagos,Ojo,"  1,595 ",  359 ,  34 ,"  1,564 ",  248 ,  755 ,"  178,101 ",  274 ,  181 ,  84 ,  247 ,  269 ,  270 ,9%,98%,69%,47%,77%,50%,23%,69%,75%,75%
6.437499999,3.145833334,Lagos,Ojo,  141 ,  32 ,  3 ,  134 ,  20 ,  48 ,"  166,953 ",  19 ,  14 ,  5 ,  20 ,  22 ,  20 ,11%,95%,65%,34%,60%,43%,14%,65%,69%,64%
6.445833333,3.1625,Lagos,Ojo,  96 ,  22 ,  2 ,  94 ,  15 ,  44 ,"  178,019 ",  16 ,  10 ,  4 ,  15 ,  16 ,  16 ,9%,98%,68%,46%,76%,45%,17%,71%,74%,74%
6.445833333,3.1875,Lagos,Ojo,  263 ,  59 ,  6 ,  258 ,  39 ,  118 ,"  185,421 ",  46 ,  31 ,  16 ,  41 ,  41 ,  42 ,10%,98%,67%,45%,77%,52%,26%,70%,70%,72%
6.412499999,3.120833334,Lagos,Ojo,  91 ,  20 ,  7 ,  53 ,  11 ,  25 ,"  154,307 ",  15 ,  9 ,  5 ,  12 ,  14 ,  13 ,35%,58%,55%,27%,71%,46%,24%,60%,66%,66%
6.412499999,3.129166667,Lagos,Ojo,  299 ,  67 ,  22 ,  181 ,  38 ,  85 ,"  142,899 ",  45 ,  28 ,  15 ,  37 ,  44 ,  43 ,33%,61%,56%,28%,67%,42%,23%,55%,65%,65%
6.454166666,3.1125,Lagos,Ojo,"  1,185 ",  265 ,  21 ,"  1,156 ",  173 ,  619 ,"  201,677 ",  188 ,  124 ,  29 ,  177 ,  197 ,  179 ,8%,98%,66%,52%,71%,47%,11%,67%,74%,68%
6.445833333,3.1375,Lagos,Ojo,"  3,255 ",  727 ,  55 ,"  3,160 ",  503 ,"  1,424 ","  190,979 ",  514 ,  366 ,  46 ,  507 ,  559 ,  565 ,8%,97%,69%,44%,71%,50%,6%,70%,77%,78%
6.454166666,3.1875,Lagos,Ojo,"  14,819 ","  3,307 ",  140 ,"  14,772 ","  2,364 ","  9,400 ","  220,693 ","  2,839 ","  1,990 ",  925 ,"  2,724 ","  2,602 ","  2,804 ",4%,100%,71%,63%,86%,60%,28%,82%,79%,85%
6.454166666,3.104166667,Lagos,Ojo,"  1,281 ",  286 ,  35 ,"  1,237 ",  181 ,  608 ,"  185,584 ",  195 ,  129 ,  31 ,  181 ,  199 ,  179 ,12%,97%,64%,47%,68%,45%,11%,63%,70%,63%
6.445833333,3.145833334,Lagos,Ojo,  235 ,  52 ,  4 ,  228 ,  36 ,  101 ,"  179,213 ",  37 ,  26 ,  5 ,  36 ,  40 ,  38 ,8%,97%,68%,43%,72%,50%,10%,70%,76%,74%
6.445833333,3.129166667,Lagos,Ojo,  248 ,  55 ,  5 ,  240 ,  37 ,  97 ,"  186,732 ",  39 ,  25 ,  4 ,  36 ,  41 ,  40 ,9%,97%,67%,39%,72%,46%,6%,65%,74%,72%
6.454166666,3.170833334,Lagos,Ojo,"  12,938 ","  2,863 ",  135 ,"  12,866 ","  2,056 ","  7,193 ","  185,329 ","  2,439 ","  2,137 ",  939 ,"  2,301 ","  2,235 ","  2,559 ",5%,99%,72%,56%,85%,75%,33%,80%,78%,89%
6.454166666,3.179166667,Lagos,Ojo,"  13,461 ","  2,973 ",  137 ,"  13,408 ","  2,132 ","  7,834 ","  198,536 ","  2,597 ","  1,955 ",  793 ,"  2,525 ","  2,347 ","  2,699 ",5%,100%,72%,58%,87%,66%,27%,85%,79%,91%
6.404166666,3.1125,Lagos,Ojo,  24 ,  5 ,  2 ,  13 ,  3 ,  6 ,"  151,813 ",  4 ,  2 ,  1 ,  4 ,  3 ,  3 ,29%,56%,53%,26%,69%,47%,26%,71%,59%,64%
6.404166666,3.120833334,Lagos,Ojo,  14 ,  3 ,  1 ,  8 ,  2 ,  4 ,"  145,902 ",  2 ,  2 ,  1 ,  2 ,  2 ,  2 ,33%,55%,54%,28%,72%,53%,29%,73%,61%,71%
6.404166666,3.104166667,Lagos,Ojo,  316 ,  69 ,  16 ,  179 ,  37 ,  81 ,"  152,550 ",  47 ,  31 ,  19 ,  50 ,  41 ,  38 ,23%,56%,53%,26%,69%,45%,27%,72%,59%,55%
6.404166666,3.129166667,Lagos,Ojo,  142 ,  31 ,  9 ,  78 ,  17 ,  40 ,"  141,210 ",  23 ,  17 ,  9 ,  23 ,  19 ,  21 ,30%,55%,54%,28%,74%,54%,29%,75%,63%,68%
6.404166666,3.095833334,Lagos,Ojo,  535 ,  117 ,  26 ,  301 ,  63 ,  143 ,"  145,429 ",  81 ,  56 ,  35 ,  86 ,  71 ,  63 ,22%,56%,54%,27%,70%,48%,30%,74%,61%,54%
6.404166666,3.079166667,Lagos,Ojo,  166 ,  36 ,  11 ,  114 ,  20 ,  42 ,"  140,157 ",  22 ,  17 ,  8 ,  28 ,  20 ,  16 ,32%,69%,56%,26%,62%,46%,22%,77%,54%,46%
6.420833333,3.145833334,Lagos,Ojo,  387 ,  80 ,  29 ,  261 ,  47 ,  101 ,"  139,477 ",  57 ,  46 ,  22 ,  61 ,  50 ,  50 ,37%,67%,59%,26%,72%,57%,27%,76%,63%,63%
6.445833333,3.2125,Lagos,Ojo,"  2,673 ",  530 ,  55 ,"  2,532 ",  349 ,"  1,563 ","  181,710 ",  442 ,  311 ,  151 ,  465 ,  384 ,  419 ,10%,95%,66%,58%,83%,59%,29%,88%,72%,79%
6.412499999,3.1125,Lagos,Ojo,  152 ,  30 ,  11 ,  91 ,  17 ,  39 ,"  156,107 ",  22 ,  14 ,  8 ,  19 ,  20 ,  20 ,36%,60%,55%,26%,73%,47%,26%,63%,67%,67%
6.520833333,3.2875,Lagos,Oshodi/Isolo,"  12,459 ","  2,943 ",  156 ,"  12,273 ","  2,125 ","  7,990 ","  212,718,000 ","  2,638 ","  1,704 ",  858 ,"  2,459 ","  2,035 ","  2,882 ",5%,99%,72%,64%,90%,58%,29%,84%,69%,98%
6.512499999,3.2875,Lagos,Oshodi/Isolo,"  3,017 ",  709 ,  32 ,"  2,965 ",  506 ,"  1,961 ","  222,560,000 ",  636 ,  365 ,  177 ,  537 ,  558 ,  698 ,5%,98%,71%,65%,90%,51%,25%,76%,79%,98%
6.520833333,3.295833334,Lagos,Oshodi/Isolo,"  18,771 ","  4,402 ",  176 ,"  18,553 ","  3,182 ","  12,837 ","  210,547,000 ","  3,895 ","  2,676 ","  1,189 ","  3,822 ","  3,268 ","  4,317 ",4%,99%,72%,68%,88%,61%,27%,87%,74%,98%
6.529166666,3.295833334,Lagos,Oshodi/Isolo,"  25,995 ","  6,052 ",  184 ,"  25,458 ","  4,448 ","  17,665 ","  205,888 ","  5,534 ","  3,667 ","  1,339 ","  5,536 ","  4,327 ","  5,839 ",3%,98%,74%,68%,91%,61%,22%,91%,71%,96%
6.537499999,3.295833334,Lagos,Oshodi/Isolo,"  26,695 ","  6,150 ",  194 ,"  26,150 ","  4,596 ","  18,373 ","  202,381 ","  5,845 ","  3,522 ","  1,074 ","  5,749 ","  4,652 ","  5,890 ",3%,98%,75%,69%,95%,57%,17%,93%,76%,96%
6.512499999,3.295833334,Lagos,Oshodi/Isolo,"  7,634 ","  1,755 ",  68 ,"  7,540 ","  1,245 ","  5,323 ","  208,489 ","  1,551 ","  1,029 ",  543 ,"  1,416 ","  1,510 ","  1,752 ",4%,99%,71%,70%,88%,59%,31%,81%,86%,100%
6.520833333,3.304166667,Lagos,Oshodi/Isolo,"  27,429 ","  6,275 ",  174 ,"  27,072 ","  4,467 ","  18,935 ","  219,530 ","  5,806 ","  3,536 ","  1,013 ","  5,699 ","  5,113 ","  6,119 ",3%,99%,71%,69%,93%,56%,16%,91%,81%,98%
6.545833333,3.3125,Lagos,Oshodi/Isolo,"  2,173 ",  497 ,  20 ,"  2,116 ",  371 ,"  1,486 ","  213,804 ",  470 ,  292 ,  120 ,  466 ,  290 ,  470 ,4%,97%,75%,68%,95%,59%,24%,94%,58%,95%
6.554166666,3.304166667,Lagos,Oshodi/Isolo,"  22,275 ","  5,089 ",  409 ,"  21,673 ","  3,789 ","  15,372 ","  203,114 ","  4,869 ","  2,940 ","  1,220 ","  4,825 ","  3,135 ","  4,903 ",8%,97%,74%,69%,96%,58%,24%,95%,62%,96%
6.529166666,3.304166667,Lagos,Oshodi/Isolo,"  27,008 ","  6,167 ",  97 ,"  26,495 ","  4,554 ","  18,519 ","  210,825 ","  5,751 ","  3,333 ",  690 ,"  5,751 ","  4,845 ","  5,997 ",2%,98%,74%,69%,93%,54%,11%,93%,79%,97%
6.579166666,3.3375,Lagos,Oshodi/Isolo,"  24,959 ","  5,695 ",  124 ,"  24,219 ","  4,402 ","  18,560 ","  223,012 ","  5,367 ","  3,337 ",  754 ,"  5,279 ","  3,618 ","  5,370 ",2%,97%,77%,74%,94%,59%,13%,93%,64%,94%
6.545833333,3.304166667,Lagos,Oshodi/Isolo,"  23,323 ","  5,317 ",  116 ,"  22,783 ","  4,031 ","  15,724 ","  207,837 ","  5,115 ","  2,966 ",  778 ,"  5,042 ","  3,615 ","  5,173 ",2%,98%,76%,67%,96%,56%,15%,95%,68%,97%
6.537499999,3.304166667,Lagos,Oshodi/Isolo,"  20,920 ","  4,742 ",  65 ,"  20,482 ","  3,599 ","  14,733 ","  209,583 ","  4,506 ","  2,507 ",  512 ,"  4,471 ","  3,513 ","  4,605 ",1%,98%,76%,70%,95%,53%,11%,94%,74%,97%
6.504166666,3.295833334,Lagos,Oshodi/Isolo,"  16,556 ","  3,747 ",  83 ,"  16,362 ","  2,612 ","  11,397 ","  223,198 ","  3,339 ","  2,339 ","  1,122 ","  2,858 ","  3,163 ","  3,710 ",2%,99%,70%,69%,89%,62%,30%,76%,84%,99%
6.554166666,3.2875,Lagos,Oshodi/Isolo,"  12,175 ","  2,747 ",  113 ,"  11,993 ","  2,026 ","  8,524 ","  227,952 ","  2,604 ","  1,541 ",  638 ,"  2,469 ","  1,702 ","  2,632 ",4%,99%,74%,70%,95%,56%,23%,90%,62%,96%
6.529166666,3.3125,Lagos,Oshodi/Isolo,"  20,377 ","  4,570 ",  56 ,"  20,201 ","  3,309 ","  14,274 ","  235,134 ","  4,370 ","  2,420 ",  520 ,"  4,342 ","  3,602 ","  4,482 ",1%,99%,72%,70%,96%,53%,11%,95%,79%,98%
6.554166666,3.295833334,Lagos,Oshodi/Isolo,"  29,993 ","  6,723 ",  233 ,"  29,317 ","  5,021 ","  20,874 ","  210,363 ","  6,670 ","  4,021 ","  1,272 ","  6,403 ","  4,872 ","  6,613 ",3%,98%,75%,70%,99%,60%,19%,95%,72%,98%
6.520833333,3.3125,Lagos,Oshodi/Isolo,"  20,779 ","  4,655 ",  126 ,"  20,459 ","  3,278 ","  14,486 ","  247,376 ","  4,478 ","  2,376 ",  609 ,"  4,399 ","  3,898 ","  4,564 ",3%,98%,70%,70%,96%,51%,13%,94%,84%,98%
6.512499999,3.304166667,Lagos,Oshodi/Isolo,"  23,153 ","  5,181 ",  169 ,"  22,663 ","  3,649 ","  16,335 ","  199,467 ","  4,795 ","  2,836 ","  1,345 ","  4,569 ","  4,295 ","  5,073 ",3%,98%,70%,71%,93%,55%,26%,88%,83%,98%
6.545833333,3.295833334,Lagos,Oshodi/Isolo,"  28,144 ","  6,291 ",  190 ,"  27,459 ","  4,722 ","  19,195 ","  195,113 ","  6,163 ","  3,652 ","  1,021 ","  5,961 ","  4,808 ","  6,100 ",3%,98%,75%,68%,98%,58%,16%,95%,76%,97%
6.504166666,3.304166667,Lagos,Oshodi/Isolo,"  21,717 ","  4,842 ",  120 ,"  21,222 ","  3,351 ","  15,236 ","  251,918 ","  4,385 ","  2,648 ","  1,538 ","  4,152 ","  3,773 ","  4,804 ",2%,98%,69%,70%,91%,55%,32%,86%,78%,99%
6.587499999,3.3375,Lagos,Oshodi/Isolo,"  16,249 ","  3,622 ",  81 ,"  15,465 ","  2,798 ","  11,571 ","  234,618 ","  3,527 ","  2,152 ",  455 ,"  3,369 ","  2,220 ","  3,403 ",2%,95%,77%,71%,97%,59%,13%,93%,61%,94%
6.545833333,3.2875,Lagos,Oshodi/Isolo,"  15,346 ","  3,415 ",  178 ,"  15,034 ","  2,516 ","  10,537 ","  204,339 ","  3,235 ","  1,868 ",  760 ,"  3,072 ","  2,240 ","  3,304 ",5%,98%,74%,69%,95%,55%,22%,90%,66%,97%
6.537499999,3.3125,Lagos,Oshodi/Isolo,"  33,701 ","  7,466 ",  110 ,"  33,052 ","  5,591 ","  24,389 ","  220,557 ","  7,192 ","  4,281 ","  1,345 ","  7,110 ","  5,239 ","  7,252 ",1%,98%,75%,72%,96%,57%,18%,95%,70%,97%
6.495833333,3.295833334,Lagos,Oshodi/Isolo,"  7,843 ","  1,736 ",  21 ,"  7,795 ","  1,228 ","  5,248 ","  225,464 ","  1,526 ","  1,032 ",  525 ,"  1,283 ","  1,361 ","  1,685 ",1%,99%,71%,67%,88%,59%,30%,74%,78%,97%
6.495833333,3.304166667,Lagos,Oshodi/Isolo,"  18,991 ","  4,194 ",  74 ,"  18,778 ","  2,954 ","  12,965 ","  258,145 ","  3,726 ","  2,521 ","  1,575 ","  3,367 ","  3,084 ","  4,116 ",2%,99%,70%,68%,89%,60%,38%,80%,74%,98%
6.554166666,3.345833334,Lagos,Oshodi/Isolo,"  26,722 ","  5,900 ",  211 ,"  25,944 ","  4,498 ","  20,203 ","  288,303 ","  5,859 ","  2,293 ","  1,101 ","  5,644 ","  5,037 ","  5,839 ",4%,97%,76%,76%,99%,39%,19%,96%,85%,99%
6.545833333,3.3375,Lagos,Oshodi/Isolo,"  13,048 ","  2,872 ",  85 ,"  12,322 ","  2,127 ","  9,299 ","  296,711 ","  2,822 ",  921 ,  444 ,"  2,777 ","  2,606 ","  2,832 ",3%,94%,74%,71%,98%,32%,15%,97%,91%,99%
6.545833333,3.320833334,Lagos,Oshodi/Isolo,"  35,744 ","  7,839 ",  217 ,"  35,023 ","  5,711 ","  25,116 ","  233,017 ","  7,622 ","  4,447 ","  1,493 ","  7,464 ","  5,458 ","  7,511 ",3%,98%,73%,70%,97%,57%,19%,95%,70%,96%
6.504166666,3.3125,Lagos,Oshodi/Isolo,"  24,416 ","  5,350 ",  148 ,"  23,960 ","  3,632 ","  17,292 ","  265,424 ","  4,960 ","  2,717 ","  1,578 ","  4,919 ","  4,283 ","  5,335 ",3%,98%,68%,71%,93%,51%,30%,92%,80%,100%
6.529166666,3.320833334,Lagos,Oshodi/Isolo,"  33,369 ","  7,302 ",  61 ,"  33,004 ","  5,280 ","  24,262 ","  273,517 ","  7,195 ","  3,987 ","  1,775 ","  7,044 ","  5,938 ","  7,236 ",1%,99%,72%,73%,99%,55%,24%,96%,81%,99%
6.570833333,3.3375,Lagos,Oshodi/Isolo,"  29,891 ","  6,540 ",  176 ,"  29,282 ","  5,145 ","  22,547 ","  234,399 ","  6,301 ","  3,450 ","  1,207 ","  6,155 ","  4,811 ","  6,389 ",3%,98%,79%,75%,96%,53%,18%,94%,74%,98%
6.570833333,3.345833334,Lagos,Oshodi/Isolo,"  22,496 ","  4,914 ",  126 ,"  22,184 ","  3,862 ","  16,696 ","  227,881 ","  4,671 ","  2,470 ",  827 ,"  4,594 ","  3,684 ","  4,803 ",3%,99%,79%,74%,95%,50%,17%,93%,75%,98%
6.495833333,3.3125,Lagos,Oshodi/Isolo,"  9,035 ","  1,973 ",  48 ,"  8,943 ","  1,355 ","  6,259 ","  320,744 ","  1,765 ","  1,027 ",  658 ,"  1,685 ","  1,300 ","  1,950 ",2%,99%,69%,69%,89%,52%,33%,85%,66%,99%
6.562499999,3.329166667,Lagos,Oshodi/Isolo,"  18,852 ","  4,113 ",  125 ,"  18,262 ","  3,209 ","  13,906 ","  238,667 ","  3,922 ","  2,174 ","  1,081 ","  3,862 ","  2,972 ","  3,937 ",3%,97%,78%,74%,95%,53%,26%,94%,72%,96%
6.512499999,3.3125,Lagos,Oshodi/Isolo,"  28,300 ","  6,174 ",  174 ,"  27,792 ","  4,364 ","  19,937 ","  219,180 ","  5,925 ","  3,145 ","  1,386 ","  5,784 ","  5,321 ","  6,125 ",3%,98%,71%,70%,96%,51%,22%,94%,86%,99%
6.562499999,3.345833334,Lagos,Oshodi/Isolo,"  23,607 ","  5,130 ",  189 ,"  22,941 ","  3,972 ","  17,135 ","  281,845 ","  5,017 ","  1,806 ","  1,174 ","  4,883 ","  4,299 ","  5,055 ",4%,97%,77%,73%,98%,35%,23%,95%,84%,99%
6.545833333,3.329166667,Lagos,Oshodi/Isolo,"  32,915 ","  7,097 ",  113 ,"  31,686 ","  5,251 ","  22,641 ","  228,752 ","  6,878 ","  3,956 ","  1,503 ","  6,820 ","  5,740 ","  6,890 ",2%,96%,74%,69%,97%,56%,21%,96%,81%,97%
6.487499999,3.304166667,Lagos,Oshodi/Isolo,"  2,876 ",  620 ,  6 ,"  2,866 ",  460 ,"  1,953 ","  228,759 ",  554 ,  376 ,  225 ,  491 ,  423 ,  590 ,1%,100%,74%,68%,89%,61%,36%,79%,68%,95%
6.520833333,3.320833334,Lagos,Oshodi/Isolo,"  40,966 ","  8,826 ",  126 ,"  40,551 ","  6,393 ","  29,558 ","  291,253 ","  8,684 ","  4,667 ","  2,953 ","  8,484 ","  7,517 ","  8,746 ",1%,99%,72%,72%,98%,53%,33%,96%,85%,99%
6.487499999,3.295833334,Lagos,Oshodi/Isolo,"  2,562 ",  552 ,  5 ,"  2,548 ",  407 ,"  1,704 ","  220,888 ",  491 ,  307 ,  180 ,  433 ,  396 ,  524 ,1%,99%,74%,67%,89%,56%,33%,78%,72%,95%
6.537499999,3.329166667,Lagos,Oshodi/Isolo,"  18,868 ","  4,050 ",  57 ,"  18,183 ","  3,109 ","  13,394 ","  247,848 ","  4,011 ","  2,116 ","  1,027 ","  3,924 ","  3,483 ","  3,981 ",1%,96%,77%,71%,99%,52%,25%,97%,86%,98%
6.554166666,3.3375,Lagos,Oshodi/Isolo,"  41,455 ","  8,898 ",  325 ,"  39,811 ","  6,684 ","  28,510 ","  376,740 ","  8,693 ","  4,006 ","  2,485 ","  8,527 ","  7,622 ","  8,729 ",4%,96%,75%,69%,98%,45%,28%,96%,86%,98%
6.520833333,3.329166667,Lagos,Oshodi/Isolo,"  35,674 ","  7,656 ",  133 ,"  34,608 ","  5,652 ","  25,424 ","  410,048 ","  7,586 ","  5,022 ","  4,378 ","  7,398 ","  6,883 ","  7,601 ",2%,97%,74%,71%,99%,66%,57%,97%,90%,99%
6.537499999,3.320833334,Lagos,Oshodi/Isolo,"  34,835 ","  7,472 ",  95 ,"  34,490 ","  5,546 ","  25,763 ","  235,832 ","  7,382 ","  4,192 ","  1,476 ","  7,204 ","  5,788 ","  7,361 ",1%,99%,74%,74%,99%,56%,20%,96%,77%,99%
6.504166666,3.320833334,Lagos,Oshodi/Isolo,"  19,768 ","  4,236 ",  84 ,"  19,613 ","  2,927 ","  13,689 ","  269,552 ","  4,093 ","  2,370 ","  1,594 ","  4,028 ","  3,717 ","  4,236 ",2%,99%,69%,69%,97%,56%,38%,95%,88%,100%
6.529166666,3.329166667,Lagos,Oshodi/Isolo,"  20,712 ","  4,431 ",  50 ,"  19,860 ","  3,332 ","  15,133 ","  406,763 ","  4,401 ","  2,401 ","  1,554 ","  4,290 ","  3,827 ","  4,375 ",1%,96%,75%,73%,99%,54%,35%,97%,86%,99%
6.512499999,3.320833334,Lagos,Oshodi/Isolo,"  22,745 ","  4,845 ",  98 ,"  22,597 ","  3,531 ","  16,098 ","  282,285 ","  4,748 ","  2,519 ","  1,832 ","  4,644 ","  4,352 ","  4,844 ",2%,99%,73%,71%,98%,52%,38%,96%,90%,100%
6.512499999,3.329166667,Lagos,Oshodi/Isolo,"  29,986 ","  6,373 ",  164 ,"  29,270 ","  4,726 ","  20,477 ","  438,158 ","  6,334 ","  3,437 ","  3,377 ","  6,167 ","  6,099 ","  6,373 ",3%,98%,74%,68%,99%,54%,53%,97%,96%,100%
6.562499999,3.3375,Lagos,Oshodi/Isolo,"  42,624 ","  9,028 ",  301 ,"  41,261 ","  7,015 ","  29,811 ","  318,589 ","  8,674 ","  3,692 ","  2,138 ","  8,602 ","  7,768 ","  8,813 ",3%,97%,78%,70%,96%,41%,24%,95%,86%,98%
6.554166666,3.329166667,Lagos,Oshodi/Isolo,"  32,826 ","  6,891 ",  200 ,"  31,852 ","  5,208 ","  23,142 ","  243,289 ","  6,598 ","  3,885 ","  1,918 ","  6,578 ","  5,332 ","  6,642 ",3%,97%,76%,70%,96%,56%,28%,95%,77%,96%
6.537499999,3.379166667,Lagos,Shomolu,"  53,730 ","  12,025 ",  223 ,"  51,860 ","  9,169 ","  35,793 ","  319,649 ","  11,275 ","  6,678 ","  3,065 ","  10,617 ","  8,163 ","  12,020 ",2%,97%,76%,67%,94%,56%,25%,88%,68%,100%
6.529166666,3.379166667,Lagos,Shomolu,"  65,810 ","  14,709 ",  184 ,"  63,846 ","  11,299 ","  48,956 ","  285,641 ","  14,291 ","  8,467 ","  3,669 ","  13,645 ","  10,275 ","  14,510 ",1%,97%,77%,74%,97%,58%,25%,93%,70%,99%
6.545833333,3.379166667,Lagos,Shomolu,"  44,640 ","  9,948 ",  54 ,"  43,284 ","  7,628 ","  33,864 ","  345,809 ","  9,448 ","  5,944 ","  1,755 ","  8,874 ","  7,023 ","  9,902 ",1%,97%,77%,76%,95%,60%,18%,89%,71%,100%
6.529166666,3.3875,Lagos,Shomolu,"  63,549 ","  14,138 ",  300 ,"  60,693 ","  10,757 ","  40,785 ","  292,066 ","  13,154 ","  7,841 ","  1,189 ","  12,057 ","  9,516 ","  14,131 ",2%,96%,76%,64%,93%,55%,8%,85%,67%,100%
6.537499999,3.370833334,Lagos,Shomolu,"  61,579 ","  13,695 ",  210 ,"  59,449 ","  10,481 ","  45,513 ","  316,671 ","  13,086 ","  7,282 ","  3,871 ","  12,721 ","  9,842 ","  13,505 ",2%,97%,77%,74%,96%,53%,28%,93%,72%,99%
6.529166666,3.395833334,Lagos,Shomolu,"  59,274 ","  13,174 ",  743 ,"  55,138 ","  9,748 ","  30,769 ","  279,260 ","  12,485 ","  5,771 ","  2,818 ","  11,892 ","  7,827 ","  11,735 ",6%,93%,74%,52%,95%,44%,21%,90%,59%,89%
6.520833333,3.379166667,Lagos,Shomolu,"  36,841 ","  8,183 ",  45 ,"  35,944 ","  6,248 ","  28,770 ","  291,253 ","  8,016 ","  4,478 ","  1,947 ","  7,655 ","  5,855 ","  7,925 ",1%,98%,76%,78%,98%,55%,24%,94%,72%,97%
6.537499999,3.3875,Lagos,Shomolu,"  51,908 ","  11,528 ",  347 ,"  49,150 ","  8,798 ","  31,825 ","  283,943 ","  9,721 ","  7,424 ",  457 ,"  8,152 ","  6,239 ","  11,479 ",3%,95%,76%,61%,84%,64%,4%,71%,54%,100%
6.554166666,3.370833334,Lagos,Shomolu,"  18,641 ","  4,133 ",  76 ,"  18,282 ","  3,073 ","  15,525 ","  244,674 ","  4,077 ","  2,015 ",  889 ,"  3,898 ","  3,084 ","  4,057 ",2%,98%,74%,83%,99%,49%,22%,94%,75%,98%
6.537499999,3.395833334,Lagos,Shomolu,"  38,365 ","  8,505 ",  511 ,"  35,438 ","  6,370 ","  21,303 ","  238,492 ","  7,819 ","  3,554 ",  597 ,"  7,093 ","  4,398 ","  7,799 ",6%,92%,75%,56%,92%,42%,7%,83%,52%,92%
6.529166666,3.370833334,Lagos,Shomolu,"  53,963 ","  11,956 ",  180 ,"  52,373 ","  9,171 ","  43,863 ","  302,799 ","  11,517 ","  6,697 ","  3,955 ","  11,089 ","  8,262 ","  11,644 ",2%,97%,77%,81%,96%,56%,33%,93%,69%,97%
6.545833333,3.370833334,Lagos,Shomolu,"  55,957 ","  12,398 ",  143 ,"  54,222 ","  9,442 ","  46,327 ","  302,781 ","  12,136 ","  6,689 ","  2,988 ","  11,570 ","  9,204 ","  12,335 ",1%,97%,76%,83%,98%,54%,24%,93%,74%,99%
6.520833333,3.395833334,Lagos,Shomolu,"  15,527 ","  3,428 ",  252 ,"  14,369 ","  2,539 ","  8,075 ","  240,532 ","  3,341 ","  1,652 ","  1,294 ","  3,221 ","  2,172 ","  3,041 ",7%,93%,74%,52%,97%,48%,38%,94%,63%,89%
6.520833333,3.3875,Lagos,Shomolu,"  18,355 ","  4,051 ",  18 ,"  17,699 ","  3,103 ","  12,104 ","  289,769 ","  3,918 ","  1,964 ",  847 ,"  3,721 ","  2,814 ","  3,938 ",0%,96%,77%,66%,97%,48%,21%,92%,69%,97%
6.545833333,3.3875,Lagos,Shomolu,"  43,489 ","  9,587 ",  72 ,"  41,391 ","  7,359 ","  29,816 ","  362,844 ","  8,767 ","  5,525 ","  1,529 ","  8,188 ","  5,321 ","  9,374 ",1%,95%,77%,69%,91%,58%,16%,85%,56%,98%
6.520833333,3.370833334,Lagos,Shomolu,"  61,275 ","  13,478 ",  167 ,"  59,391 ","  10,261 ","  51,957 ","  257,192 ","  13,128 ","  8,100 ","  4,108 ","  12,463 ","  8,837 ","  12,932 ",1%,97%,76%,85%,97%,60%,30%,92%,66%,96%
6.512499999,3.379166667,Lagos,Shomolu,"  29,354 ","  6,454 ",  29 ,"  28,296 ","  4,974 ","  22,666 ","  330,873 ","  6,236 ","  3,356 ","  1,378 ","  5,927 ","  4,446 ","  6,263 ",0%,96%,77%,77%,97%,52%,21%,92%,69%,97%
